Title;Latitude;Longitude
Bielin (Bielin);52.82306;14.466385
Goldap;54.31441907636767;22.307237476955276
Ruda Chebzie (Ruda Chebzie);50.303887;18.878057
Radziszow (Radziszów);49.918331;19.809169
Raciborz Markowice (Racibórz Markowice);50.113613;18.270279
Raclawki (Racławki);53.667777;17.654446
Raciaz (Raciąż);52.778887;20.104725
Rychnowo Wielkie (Rychnowo Wielkie);53.142222;18.813892
Bielsko Biala Wschod (Bielsko-Biała Wschód);49.834722;19.057221
Bilgoraj (Biłgoraj);50.551387;22.73167
Biecz (Biecz);49.732497;21.263057
Biadoliny (Biadoliny);50.003612;20.734168
Bialystok Bacieczki (Białystok Bacieczki);53.151113;23.071669
Biadki (Biadki);51.676945;17.567502
Racibory (Racibory);52.92889;22.709718
Rebusz (Rębusz);53.053058;15.591943
Rabino (Rąbino);53.869719;15.953057
Rabka-Zdroj (Rabka-Zdrój);49.610001;19.951945
Rebiszow (Rębiszów);50.948333;15.455837
Rybnik Gotartowice (Rybnik Gotartowice);50.088056;18.62306
Rybienko (Rybienko);52.5825;21.45806
Rybnik Niewiadom (Rybnik Niewiadom);50.06944;18.468059
Boguszow-Gorce (Boguszów-Gorce);50.750274;16.201942
Boguszow-Gorce Wschod (Boguszów-Gorce Wschód);50.747775;16.221664
Boguszewo (Boguszewo);53.42194;19.001111
Bogumilowice (Bogumiłowice);50.007504;20.870552
Brzeg Glogowski (Brzeg Głogowski);51.690833;15.918889
Bogaczow (Bogaczów);51.844171;15.268052
Bogaczewo (Bogaczewo);54.099996;19.573058
Dabrowice Skierniewickie (Dąbrowice Skierniewickie);51.933335;20.102226
Drzensko (Drzeńsko);52.369725;14.771389
Rybnik Niedobczyce (Rybnik Niedobczyce);50.065835;18.495557
Drawiny (Drawiny);52.897221;15.949444
Rozanystok (Różanystok);53.623055;23.392503
Druzyna Poznanska (Drużyna Poznańska);52.210275;16.823887
Raciborow Kutnowski (Raciborów Kutnowski);52.280552;19.341667
Raszowa (Raszowa);50.387775;18.161114
Besko (Besko);49.590279;21.956386
Berezow (Berezow);51.023887;20.836393
Bedzino (Będzino);54.211112;15.991945
Belsznica (Bełsznica);49.972779;18.372504
Belchow (Bełchów);52.026113;20.033333
Bedzin (Będzin);50.308885;19.141387
Radziwillow Mazowiecki (Radziwiłłów Mazowiecki);52.000278;20.290281
Drogomysl (Drogomyśl);49.886671;18.757503
Dobron (Dobroń);51.630003;19.242498
Drawski Mlyn (Drawski Młyn);52.859997;16.09417
Drzewica (Drzewica);51.437778;20.464447
Drygaly (Drygały);53.680002;22.104996
Radzyn Podlaski (Radzyń Podlaski);51.827496;22.667496
Drzewce (Drzewce);52.267221;15.166663
Radomysl (Radomyśl);52.031111;22.381109
Radun (Raduń);53.969167;17.778335
Drawsko Pomorskie (Drawsko Pomorskie);53.523329;15.824718
Radliczyce (Radliczyce);51.723329;18.350004
Rakowice (Rakowice);53.478059;19.641664
Rajsk (Rajsk);52.828885;23.148608
Bialy Dunajec (Biały Dunajec);49.375553;20.006941
Radziechowy Wieprz (Radziechowy Wieprz);49.647774;19.164166
Belzec Drugi (Bełżec Drugi);50.380835;23.403614
Bartodzieje (Bartodzieje);51.524164;21.178334
Brody Warszawskie (Brody Warszawskie);52.513885;20.748056
Suliszewo Drawskie (Suliszewo Drawskie);53.517225;15.892497
Bedon (Bedoń);51.731941;19.642221
Suszka (Suszka);50.530829;16.823609
Stasin Polny (Stasin Polny);51.213614;22.475001
Skarzysko Koscielne (Skarżysko Kościelne);51.12222;20.917782
Skarzysko Zachodnie (Skarżysko Zachodnie);51.100556;20.85972
Starkowo (Starkowo);51.978892;16.3125
Brodnica (Brodnica);53.263613;19.405275
Stara Wies (Stara Wieś);52.082502;21.361669
Stara Lubianka (Stara Łubianka);53.231944;16.704996
Budki Nowe (Budki Nowe);52.244443;18.56472
Domaszowice (Domaszowice);51.048329;17.884165
Dobrzyn (Dobrzyń);53.436385;20.384721
Domislaw (Domisław);53.668055;17.0325
Racewo (Racewo);53.49806;23.484445
Domaszkow (Domaszków);50.212503;16.655277
Dorohusk (Dorohusk);51.172218;23.786671
Dopiewo (Dopiewo);52.353886;16.678055
Dolna Odra (Dolna Odra);53.211107;14.48111
Domaniewice (Domaniewice);52.020557;19.821107
Domanin (Domanin);51.344721;17.995281
Raba Wyzna (Raba Wyżna);49.565558;19.881946
Pulawy Azoty (Puławy Azoty);51.480557;21.943891
Myslowice Brzeczkowice (Mysłowice Brzęczkowice);50.21306;19.147221
Skoroszyce (Skoroszyce);50.593331;17.374998
Skierniewice Rawka (Skierniewice Rawka);51.977499;20.221387
Stare Pole (Stare Pole);54.053333;19.205274
Srodborow (Śródborów);52.10111;21.296111
Dolnik (Dolnik);53.256107;16.930832
Przetycz (Przetycz);52.76944;21.551386
Dobiegniew (Dobiegniew);52.968335;15.747222
Przysucha (Przysucha);51.378053;20.658614
Dobre Miasto (Dobre Miasto);53.98417;20.384443
Dobrzyniewo Duze (Dobrzyniewo Duże);53.194171;23.003333
Dobrocin (Dobrocin);53.91;19.82944
Dobczyn (Dobczyn);52.378885;21.313613
Przysieczyn (Przysieczyn);52.753888;17.183887
Przeradz (Przeradz);53.770559;16.536664
Przytocko (Przytocko);54.123053;16.857498
Przytkowice (Przytkowice);49.896388;19.679724
Stary Jawor (Stary Jawor);51.079171;16.160834
Starachowice Michalow (Starachowice Michałów);51.015276;21.107499
Stare Olesno (Stare Olesno);50.91528;18.37556
Sarbiewo (Sarbiewo);52.819447;15.545837
Sroda Wielkopolska (Środa Wielkopolska);52.218059;17.275002
Sroda Slaska (Środa Śląska);51.189442;16.605836
Sliwiczki (Śliwiczki);53.68722;18.193052
Dolice (Dolice);53.198612;15.210836
Drzonowo (Drzonowo);53.806948;16.86611
Dabrowa Niemodlinska (Dąbrowa Niemodlińska);50.6925;17.751943
Dominow (Dominów);51.212499;22.841941
Czerwonak Osiedle (Czerwonak Osiedle);52.480275;16.978052
Szklarska Poreba Jakuszyce (Szklarska Poręba Jakuszyce);50.816111;15.431386
Suszec Rudziczka (Suszec Rudziczka);50.045555;18.755004
Sterkowiec (Sterkowiec);49.993885;20.679163
Spychowo (Spychowo);53.591386;21.355556
Strykowo Poznanskie (Strykowo Poznańskie);52.243607;16.61389
Dlugopole-Zdroj (Długopole-Zdrój);50.239165;16.636948
Dlugi Kat (Długi Kąt);50.482503;23.101666
Dlugoleka (Długołęka);51.178331;17.194171
Dlugie (Długie);49.578053;22.049164
Sopot Kamienny Potok (Sopot Kamienny Potok);54.45667;18.55361
Splawie (Spławie);52.258331;18.086108
Szpegawsk (Szpęgawsk);54.00667;18.609442
Dobryszyce Kolo Radomska (Dobryszyce koło Radomska);51.124719;19.444719
Jezowka (Jeżówka);50.399721;19.821664
Dankowice (Dankowice);49.937226;19.081942
Dziemiany Kaszubskie (Dziemiany Kaszubskie);54.011668;17.775557
Jezierzany (Jezierzany);51.233057;16.104166
Debowy Gaj (Dębowy Gaj);51.079719;15.643613
Jaszczow (Jaszczów);51.202224;22.910555
Dabrowa Gornicza Wschodnia (Dąbrowa Górnicza Wschodnia);50.30333;19.311391
Staropole Czestochowskie (Staropole Częstochowskie);50.764719;19.53
Sowin (Sowin);50.55528;17.608888
Sokule (Sokule);51.9975;22.954171
Dabrowa Gornicza Strzemieszyce (Dąbrowa Górnicza Strzemieszyce);50.311115;19.267776
Sosnowe (Sosnowe);52.175837;21.940556
Dabrowa Gornicza Sikorka (Dąbrowa Górnicza Sikorka);50.388889;19.299166
Deszczno (Deszczno);52.671664;15.30667
Dabrowa Gornicza Golonog (Dąbrowa Górnicza Gołonóg);50.343889;19.226111
Jawor (Jawor);51.055278;16.196944
Janowek (Janówek);52.425279;20.78111
Dabrowa Gornicza Pogoria (Dąbrowa Górnicza Pogoria);50.350559;19.241392
Debe Wielkie (Dębe Wielkie);52.199164;21.422778
Janowice Wielkie (Janowice Wielkie);50.878613;15.918611
Jaworzno Ciezkowice (Jaworzno Ciężkowice);50.211946;19.337496
Juszczyn (Juszczyn);49.707219;19.691671
Deba Rozalin (Dęba Rozalin);50.428613;21.743054
Somonino (Somonino);54.27;18.193052
Warszawa Wola Grzybowska (Warszawa Wola Grzybowska);52.252776;21.252225
Wola Filipowska (Wola Filipowska);50.130836;19.57722
Wolenice (Wolenice);51.774163;17.438057
Wodzislaw Slaski (Wodzisław Śląski);50.007774;18.476671
Sosnie Ostrowskie (Sośnie Ostrowskie);51.47111;17.639443
Wola Bierwiecka (Wola Bierwiecka);51.543886;21.177498
Wolica (Wolica);50.75333;20.469723
Sol (Sól);49.493887;19.051109
Justynow (Justynów);51.730835;19.683329
Jurata (Jurata);54.685275;18.712503
Debska Kuznia (Dębska Kuźnia);50.664445;18.111943
Julianka (Julianka);50.764719;19.473053
Dziadowki (Dziadówki);50.399164;20.008334
Dzieczyn (Dzięczyn);51.757218;16.854163
Jastrowie (Jastrowie);53.40806;16.798052
Drzycim (Drzycim);53.506942;18.30611
Warnowo (Warnowo);53.928059;14.533607
Solec Kujawski (Solec Kujawski);53.078336;18.224721
Sokoliniec (Sokoliniec);53.294167;15.505556
Sobibor (Sobibór);51.444169;23.596945
Sochaczew (Sochaczew);52.21556;20.239725
Wolka Niedzieliska (Wólka Niedzieliska);50.708609;23.08722
Wrzesnica (Wrześnica);54.403337;16.780281
Wierna Rzeka (Wierna Rzeka);50.865282;20.313059
Sobolew (Sobolew);51.740831;21.673891
Warszawa Miedzylesie (Warszawa Międzylesie);52.203892;21.169165
Staniszcze Male (Staniszcze Male);50.664445;18.318056
Sitkowka Nowiny (Sitkówka-Nowiny);50.818331;20.550276
Jastrzab (Jastrząb);51.24833;20.98361
Jasiona (Jasiona);50.458888;18.075833
Jasien Brzeski (Jasień Brzeski);49.986946;20.559445
Jasionna Lowicka (Jasionna Łowicka);52.124446;20.123054
Jastrzebsko (Jastrzębsko);52.294998;16.060829
Dabrowa Olesnicka (Dąbrowa Oleśnicka);51.231385;17.369443
Jastrzebna (Jastrzębna);53.74556;23.198615
Jasienica Dolna (Jasienica Dolna);50.504167;17.503885
Dabrowa Bialostocka (Dąbrowa Białostocka);53.648333;23.364726
Szczawne Kulaszne (Szczawne Kulaszne);49.407222;22.143056
Wloclawek Zazamcze (Włocławek Zazamcze);52.667781;19.039171
Sieniawa (Sieniawa);49.538887;19.923332
Szczecinek Chyze (Szczecinek Chyże);53.718053;16.697778
Wlostowo (Włostowo);51.753056;17.02556
Szewnica (Szewnica);52.479726;21.554164
Wola Rowska (Wola Rowska);51.821671;21.601115
Wladyslawowo Port (Władysławowo Port);54.793613;18.417774
Stanislawice (Stanisławice);49.991386;20.356666
Wolomin Sloneczna (Wołomin Słoneczna);52.354165;21.25583
Wola Lipieniecka (Wola Lipieniecka);51.2775;21.026947
Swinoujscie Przytor (Świnoujście Przytór);53.897496;14.336671
Sanok Miasto (Sanok Miasto);49.556111;22.198331
Jarzebiec (Jarzębiec);54.312501;19.993331
Jerzmanki (Jerzmanki);51.129996;15.055835
Jankow Przygodzki (Janków Przygodzki);51.608887;17.809725
Jozefow (Józefów);52.135835;21.236944
Jonkowo (Jonkowo);53.815829;20.296942
Swinoujscie Port (Świnoujście Port);53.90111;14.260281
Solniki Wielkie (Solniki Wielkie);51.154168;17.493611
Wola Radziszowska (Wola Radziszowska);49.906942;19.778336
Waldowo Szlacheckie (Wałdowo Szlacheckie);53.387223;18.722778
Szczecin Zalom (Szczecin Załom);53.428888;14.742777
Wloszakowice (Włoszakowice);51.932778;16.373609
Wlen (Wleń);51.016112;15.66889
Wlodawa (Włodawa);51.515831;23.585555
Wolbrom (Wolbrom);50.376107;19.772502
Wladyslawowo (Władysławowo);54.793891;18.401944
Scinawka Srednia (Ścinawka Średnia);50.526388;16.504725
Slonowice (Słonowice);54.3825;16.925555
Sandomierz (Sandomierz);50.660004;21.764997
Jaroszowiec Olkuski (Jaroszowiec Olkuski);50.341112;19.619443
Jankowo Pomorskie (Jankowo Pomorskie);53.516668;15.774163
Jankowa (Jankowa);49.69583;20.934169
Janikowo (Janikowo);52.748612;18.115835
Jankowo Dolne (Jankowo Dolne);52.538893;17.719725
Wilkolaz Wies (Wilkołaz Wieś);51.007221;22.336109
Wisla Kopydlo (Wisła Kopydło);49.634721;18.870003
Wilkowice (Wilkowice);51.886663;16.541392
Wilkoszewice (Wilkoszewice);51.251665;19.630553
Wkra (Wkra);52.58472;20.57167
Warkocz (Warkocz);50.828057;17.046946
Wilkow Namyslowski (Wilków Namysłowski);51.094165;17.659165
Jamielnik (Jamielnik);53.529442;19.502223
Jelowa (Jełowa);50.793611;18.046663
Jerzmanice Lubuskie (Jerzmanice Lubuskie);52.306666;14.867502
Jelesnia (Jeleśnia);49.652502;19.320282
Jaslo Nieglowice (Jasło Niegłowice);49.742232;21.446105
Jelenia Gora Orle (Jelenia Góra Orle);50.864167;15.65778
Jaskowice Legnickie (Jaśkowice Legnickie);51.214998;16.312779
Jakubowice (Jakubowice);50.811113;21.664722
Wilkolaz (Wilkołaz);50.985557;22.328612
Walki (Wałki);50.050553;21.142503
Wilkowo Swiebodzinskie (Wilkowo Świebodzińskie);52.256389;15.468611
Wilkowice Bystra (Wilkowice Bystra);49.76111;19.087497
Jaktorow (Jaktorów);52.086664;20.552226
Jablon Koscielna (Jabłoń Kościelna);52.908053;22.650003
Jawiszowice Jaznik (Jawiszowice Jaźnik);49.949721;19.115831
Jelenino (Jelenino);53.659444;16.625837
Jelenia Gora Zachodnia (Jelenia Góra Zachodnia);50.900555;15.719446
Jelenia Gora Sobieszow (Jelenia Góra Sobieszów);50.851942;15.645554
Jagodzin (Jagodzin);51.355275;15.170277
Laziska Gorne Brada (Łaziska Górne Brada);50.157498;18.821947
Leszno Gorne (Leszno Górne);51.466948;15.615836
Lezajsk (Leżajsk);50.262222;22.420832
Legajny (Łęgajny);53.821115;20.617218
Lewki (Lewki);52.730274;23.211388
Lesiow (Lesiów);51.477501;21.194721
Wojnowice Wielkopolskie (Wojnowice Wielkopolskie);52.326946;16.467222
Letownia (Łętownia);50.363612;22.255835
Leszczyny (Leszczyny);50.141111;18.618332
Leosia (Leosia);53.486392;18.387498
Wojaszowka (Wojaszówka);49.776391;21.659167
Warszawa Jeziorki (Warszawa Jeziorki);52.109164;20.993336
Wiezyca (Wieżyca);54.234448;18.127503
Jeruty (Jeruty);53.552778;21.154998
Jeziorki Waleckie (Jeziorki Wałeckie);53.225552;16.108058
Jezow Sudecki (Jeżów Sudecki);50.927226;15.734997
Jesionka (Jesionka);52.014723;20.334445
Jelcz Miloszyce (Jelcz Miłoszyce);51.044446;17.305835
Jedlnia Koscielna (Jedlnia Kościelna);51.45528;21.408332
Leonow (Leonów);52.157499;20.166391
Lencze (Leńcze);49.891948;19.730837
Wieniawa (Wieniawa);51.363329;20.790557
Legnica Piekary (Legnica Piekary);51.20111;16.19778
Legionowo (Legionowo);52.402221;20.94083
Witanow (Witanów);52.185833;20.572776
Wisniowa (Wiśniowa);49.866391;21.652218
Wiry (Wiry);52.315278;16.86806
Wipsowo (Wipsowo);53.894718;20.79694
Jedrzychowice (Jędrzychowice);51.172497;15.018053
Jeglia (Jeglia);53.390558;19.88306
Jelen (Jeleń);51.502221;20.072778
Jezewo (Jeżewo);53.50722;18.488887
Jelna (Jelna);50.304445;22.364443
Jadwizyn (Jadwiżyn);53.123893;17.371942
Jackowo Dworskie (Jackowo Dworskie);52.631941;20.775276
Lednogora (Lednogóra);52.490837;17.36306
Leba (Łeba);54.756667;17.552778
Lodz Widzew (Łódź Widzew);51.763052;19.543331
Wieruszow Miasto (Wieruszów Miasto);51.299721;18.16444
Wiktorowo (Wiktorowo);52.464166;19.106392
Ludwikowice Klodzkie (Ludwikowice Kłodzkie);50.619445;16.481947
Wierzchucin (Wierzchucin);53.548058;18.112779
Wielen Polnocny (Wieleń Północny);52.907496;16.179999
Gdynia Cisowa (Gdynia Cisowa);54.549726;18.447222
Kobylany (Kobylany);52.037781;23.561114
Lukow Zapowiednik (Łuków Zapowiednik);51.931942;22.414441
Siedlce Wschodnie (Siedlce Wschodnie);52.144447;22.297779
Widelka (Widełka);50.201671;21.873056
Ludynia Dwor (Ludynia Dwór);50.847501;20.115836
Czerwionka Debiensko (Czerwionka Dębieńsko);50.156941;18.663611
Laczna (Łączna);50.99167;20.798612
Leczyca (Łęczyca);52.04917;19.193336
Czerwionka (Czerwionka);50.149165;18.684726
Widuchowa (Widuchowa);53.123615;14.446115
Widacz (Widacz);49.632501;21.846385
Wagry (Wągry);51.791108;19.849441
Wargowo (Wargowo);52.584442;16.822782
Wagrowiec (Wągrowiec);52.809442;17.201947
Wegorzyno (Węgorzyno);53.54333;15.565002
Lack (Łąck);52.486945;19.595837
Lesiecin (Lesięcin);53.585552;15.57
Luciazanka (Luciążanka);51.277221;19.648055
Lachowice Centrum (Lachowice Centrum);49.711948;19.472775
Lubicz (Lubicz);53.028059;18.745278
Lubartow (Lubartów);51.445832;22.608059
Lubaszowa (Lubaszowa);49.864719;21.035837
Lewin Brzeski Po (Lewin Brzeski Po);50.757501;17.616664
Swinoujscie Centrum (Świnoujście Centrum);53.914719;14.23361
Ciecina Dolna (Cięcina Dolna);49.62139;19.151941
Lubanice (Lubanice);51.692226;15.120557
Lubawka (Lubawka);50.706388;16.003334
Lubania-Lipiny (Lubania-Lipiny);53.388886;18.09694
Lasow (Lasów);51.22556;15.035277
Lancut (Łańcut);50.081665;22.227501
Laznow (Łaznów);51.631387;19.755
Lazek (Łazek);53.640557;18.215274
Nowa Wies Legnicka (Nowa Wieś Legnicka);51.176111;16.189168
Lubaczow (Lubaczów);50.165552;23.124445
Nowa Wies Wielka (Nowa Wieś Wielka);52.969441;18.096391
Lazy (Łazy);50.42917;19.390829
Nowa Wies Elcka (Nowa Wieś Ełcka);53.770281;22.320557
Nowogrod Osiedle (Nowogród Osiedle);51.795279;15.22583
Nowa Wies Cierpkie (Nowa Wieś Cierpkie);54.024163;19.656388
Lawica (Ławica);50.477226;16.67028
Nowy Widzim (Nowy Widzim);52.081387;16.141948
Nurzec (Nurzec);52.460004;23.08278
Lask (Łask);51.603889;19.111948
Lowczowek Plesna (Łowczówek Pleśna);49.928336;20.94972
Zakowice Poludniowe (Żakowice Południowe);51.729442;19.790274
Lakociny (Łąkociny);51.656944;17.668891
Laliki (Laliki);49.523057;19.006109
Lankiejmy (Łankiejmy);54.142218;21.069726
Nietkowice (Nietkowice);52.057224;15.352218
Nowy Swietow (Nowy Świętów);50.377779;17.369164
Lapy Osse (Łapy Osse);52.97389;22.839999
Nowa Sarzyna (Nowa Sarzyna);50.321111;22.347219
Lambinowice (Łambinowice);50.537499;17.565003
Nowe Skalmierzyce (Nowe Skalmierzyce);51.708892;17.998337
Nowa Sarzyna Kolonia (Nowa Sarzyna Kolonia);50.331107;22.33583
Nowy Sacz Jamnica (Nowy Sącz Jamnica);49.586665;20.744164
Lachowice (Lachowice);49.723337;19.503608
Miasteczko Slaskie (Miasteczko Śląskie);50.497497;18.900279
Medyka (Medyka);49.804447;22.945829
Wrocław Świebodzki;51.10796128004756;17.01991975307465
Lag (Łąg);53.831111;18.062781
Lasek (Lasek);49.499443;19.979443
Nowosielce (Nowosielce);49.562502;22.085552
Ladzin (Ładzin);53.910557;14.562777
Nowy Sacz Biegonice (Nowy Sącz Biegonice);49.586108;20.660555
Nowa Ruda Przedmiescie (Nowa Ruda Przedmieście);50.588333;16.515279
Nisko Raclawice (Nisko Racławice);50.503888;22.158886
Nielep (Nielep);53.829726;15.870833
Nowe Kutnowskie (Nowe Kutnowskie);52.237782;19.226389
Kozlow (Kozłów);50.47444;20.012226
Minsk Mazowiecki Anielina (Mińsk Mazowiecki Anielina);52.167774;21.585554
Nosowko (Nosówko);54.093335;16.053053
Nowa Iwiczna (Nowa Iwiczna);52.089163;20.996114
Korzensko (Korzeńsko);51.543886;16.87278
Koziebrody (Koziebrody);52.802223;19.972503
Nowa Grobla (Nowa Grobla);50.088614;22.993337
Nowe Drezdenko (Nowe Drezdenko);52.853893;15.833609
Kozia Gora (Kozia Góra);53.853332;20.080553
Korzenica (Korzenica);50.05583;22.936948
Kotorz Maly (Kotórz Mały);50.729167;18.036388
Rajcza Centrum (Rajcza Centrum);49.50667;19.10028
Lubartow Slowackiego (Lubartów Słowackiego);51.47306;22.605282
Lubartow Lipowa (Lubartów Lipowa);51.46417;22.599448
Nowogrod Bobrzanski (Nowogród Bobrzański);51.811945;15.244168
Nowy Mlyn (Nowy Młyn);54.066385;21.32778
Nowa Wies Leborska (Nowa Wieś Lęborska);54.558329;17.721667
Nowy Las (Nowy Las);50.362218;17.413607
Niedrzwica Koscielna (Niedrzwica Kościelna);51.081391;22.362222
Naklo Slaskie (Nakło Śląskie);50.429718;18.903335
Niziny (Niziny);49.878608;22.861942
Niwnice (Niwnice);51.139444;15.501385
Brody Ilzeckie (Brody Iłżeckie);51.021667;21.20167
Babi Dol (Babi Dół);54.301112;18.287502
Boczow (Boczów);52.326946;14.94889
Brzezno Czluchowskie (Brzeźno Człuchowskie);53.671112;17.482779
Barcice (Barcice);49.526114;20.648609
Wroclaw Stadion (Wrocław Stadion);51.136945;16.940558
Nisko (Nisko);50.513336;22.14222
Nieporet (Nieporęt);52.430834;21.031666
Nisko Osiedle (Nisko Osiedle);50.520833;22.122777
Nisko Podwolina (Nisko Podwolina);50.495277;22.173611
Belecin Wielkopolski (Belęcin Wielkopolski);52.203614;16.008332
Brzeznica Bychawska (Brzeźnica Bychawska);51.528614;22.742502
Bielsko Biala Polnoc (Bielsko-Biała Północ);49.841671;19.041391
Bialy Bor (Biały Bór);53.886943;16.855556
Bielsko Biala Mikuszowice (Bielsko-Biała Mikuszowice);49.78361;19.073609
Bielsko Biala Lipnik (Bielsko-Biała Lipnik);49.816115;19.049446
Nicwald (Nicwałd);53.459721;18.880278
Niedrzwica (Niedrzwica);51.114445;22.376947
Nowogrodziec (Nowogrodziec);51.190835;15.391942
Niegocin (Niegocin);54.019722;21.738892
Bielsko Biala Leszczyny (Bielsko-Biała Leszczyny);49.797777;19.05972
Brzoza Bydgoska (Brzoza Bydgoska);53.028329;18.019444
Baboszewo (Baboszewo);52.683332;20.259726
Baby (Baby);51.536947;19.71694
Bakow (Bąków);50.956666;18.31278
Batowice Lubanskie (Batowice Lubańskie);51.09083;15.155274
Nedza Wies (Nędza Wieś);50.164725;18.311108
Niewodnica (Niewodnica);53.082777;23.045834
Niemojki (Niemojki);52.25861;22.700558
Niedzwiada Lowicka (Niedźwiada Łowicka);52.140276;19.884723
Bardo Przylek (Bardo Przyłęk);50.509722;16.758329
Basznia (Basznia);50.178614;23.247777
Baborowko (Baborówko);52.582779;16.626943
Przysieki (Przysieki);49.732776;21.394444
Pierzchno (Pierzchno);52.263059;17.158331
Przygodzice (Przygodzice);51.571115;17.829448
Balin (Balin);50.178892;19.383332
Bajtkowo (Bajtkowo);53.737218;22.239726
Przybowka (Przybówka);49.79917;21.646663
Baciuty (Baciuty);53.046946;22.983611
